# ET,Lab,Satellite,Customer ID,ET Date,ET Location (recipient farm),Recipient ID,Recipient ID,Cow/Heifer,Heat,CL Side,CL measure (mm),Protocol,Fresh or Frozen,# Cane if Frozen,Freezing date,ET Tech,ET assistant,BCScore,Embryo Stage 4-8,Embryo Grade,Heat,Heat day,1st PC date,1st PC Result,2nd PC date,2nd PC Result,Fetal Sexing,OPU Date,Donor,Donor Breed,Donor BW EPD,SIRE Name,SIRE BW EPD,Semen type,SIRE Breed,CLIENT ,DIP,DIP
349,DZF,DZF,DZF,12/3/2025,DZF,110,Local crossbred,Cow,.,Right,13,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Open,,,,11/25/2025,BrafordBBQ,Braford,.,BRC Dutton 376/8,1.7,Conventional,,,,
350,DZF,DZF,DZF,12/3/2025,DZF,113,Local crossbred,Cow,.,Left,10,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Pregnant,,,,11/25/2025,BrafordBBQ,Braford,.,BRC Dutton 376/8,1.7,Conventional,,,,77
351,DZF,DZF,DZF,12/3/2025,DZF,154,Local crossbred,Cow,.,Left,10,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Open,,,,11/25/2025,4-Apr,Beef Master,-0.4,VL Rojo Whiskey 1/48,.,Conventional,Red Brahman,,,
352,DZF,DZF,DZF,12/3/2025,DZF,153,Local crossbred,Cow,.,Left,15,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Pregnant,,,,11/25/2025,BrafordBBQ,Braford,.,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,77
353,DZF,DZF,DZF,12/3/2025,DZF,142,Local crossbred,Cow,.,Left,14,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Open,,,,11/25/2025,BrafordBBQ,Braford,.,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
354,DZF,DZF,DZF,12/3/2025,DZF,140,Local crossbred,Cow,.,Right,11,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Open,,,,11/25/2025,BrafordBBQ,Braford,.,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
355,DZF,DZF,DZF,12/3/2025,DZF,197,Local crossbred,Cow,.,Left,15.5,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Pregnant,,,,11/25/2025,D2,Nukra,.,BRC Dutton 376/8,1.7,Conventional,,Dawood,-77,77
356,DZF,DZF,DZF,12/3/2025,DZF,235,Local crossbred,Cow,.,Right,14,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Open,,,,11/25/2025,BrafordBBQ,Braford,.,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
357,DZF,DZF,DZF,12/3/2025,DZF,258,Local crossbred,Cow,.,Right,12,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Open,,,,11/25/2025,BrafordBBQ,Braford,.,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
358,DZF,DZF,DZF,12/3/2025,DZF,265,Local crossbred,Cow,.,Right,11,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Open,,,,11/25/2025,BrafordBBQ,Braford,.,BRC Dutton 376/8,1.7,Conventional,,,,
359,DZF,DZF,DZF,12/3/2025,DZF,305,Local crossbred,Cow,.,Right,14,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Pregnant,,,,11/25/2025,BrafordBBQ,Braford,.,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,77
360,DZF,DZF,DZF,12/3/2025,DZF,292,Local crossbred,Cow,.,Right,14,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Open,,,,11/25/2025,BrafordBBQ,Braford,.,BRC Dutton 376/8,1.7,Conventional,,,,
361,DZF,DZF,DZF,12/3/2025,DZF,310,Local crossbred,Cow,.,Right,10,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Pregnant,,,,11/25/2025,BrafordBBQ,Braford,.,BRC Dutton 376/8,1.7,Conventional,,,,77
362,DZF,DZF,DZF,12/3/2025,DZF,316,Local crossbred,Cow,.,Right,10,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Pregnant,,,,11/25/2025,BrafordBBQ,Braford,.,BRC Dutton 376/8,1.7,Conventional,,,,77
363,DZF,DZF,DZF,12/3/2025,DZF,327,Local crossbred,Cow,.,Right,16,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Open,,,,11/25/2025,BrafordBBQ,Braford,.,BRC Dutton 376/8,1.7,Conventional,,,,
364,DZF,DZF,DZF,12/3/2025,DZF,328,Local crossbred,Cow,.,Left,11,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Pregnant,,,,11/25/2025,D2,Nukra,.,BRC Dutton 376/8,1.7,Conventional,,Dawood,-77,77
365,DZF,DZF,DZF,12/3/2025,DZF,337,Local crossbred,Cow,.,Right,10.5,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Open,,,,11/25/2025,BrafordBBQ,Braford,.,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
366,DZF,DZF,DZF,12/3/2025,DZF,359,Local crossbred,Cow,.,Right,10.5,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Pregnant,,,,11/25/2025,BrafordBBQ,Braford,.,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,77
367,DZF,DZF,DZF,12/3/2025,DZF,367,Local crossbred,Cow,.,Left,10,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Open,,,,11/25/2025,BrafordBBQ,Braford,.,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
368,DZF,DZF,DZF,12/3/2025,DZF,369,Local crossbred,Cow,.,Right,14,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Open,,,,11/25/2025,BrafordBBQ,Braford,.,BRC Dutton 376/8,1.7,Conventional,,,,
369,DZF,DZF,DZF,12/3/2025,DZF,370,Local crossbred,Cow,.,Right,8,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Pregnant,,,,11/25/2025,BrafordBBQ,Braford,.,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,77
370,DZF,DZF,DZF,12/3/2025,DZF,372,Local crossbred,Cow,.,Right,10.5,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Pregnant,,,,11/25/2025,BrafordBBQ,Braford,.,BRC Dutton 376/8,1.7,Conventional,,,,77
371,DZF,DZF,DZF,12/3/2025,DZF,375,Local crossbred,Cow,.,Left,15,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Pregnant,,,,11/25/2025,04-04,Beef Master,-0.4,VL Rojo Whiskey 1/48,.,Conventional,Red Brahman,,,77
372,DZF,DZF,DZF,12/3/2025,DZF,376,Local crossbred,Cow,.,Right,10,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Pregnant,,,,11/25/2025,BrafordBBQ,Braford,.,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,77
373,DZF,DZF,DZF,12/3/2025,DZF,378,Local crossbred,Cow,.,Right,12,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Pregnant,,,,11/25/2025,825/4,Grey Brahman,2.1,VL Rojo Whiskey 1/48,.,Conventional,Red Brahman,,,77
374,DZF,DZF,DZF,12/3/2025,DZF,380,Local crossbred,Cow,.,Right,8,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Open,,,,11/25/2025,D2,Nukra,.,BRC Dutton 376/8,1.7,Conventional,,,,
375,DZF,DZF,DZF,12/3/2025,DZF,382,Local crossbred,Cow,.,Right,13,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Pregnant,,,,11/25/2025,BrafordBBQ,Braford,.,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,77
376,DZF,DZF,DZF,12/3/2025,DZF,383,Local crossbred,Cow,.,Left,13,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Pregnant,,,,11/25/2025,BrafordBBQ,Braford,.,BRC Dutton 376/8,1.7,Conventional,,,,77
377,DZF,DZF,DZF,12/3/2025,DZF,384,Local crossbred,Cow,.,Left,10,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Open,,,,11/25/2025,BrafordBBQ,Braford,.,BRC Dutton 376/8,1.7,Conventional,,,,
378,DZF,DZF,DZF,12/3/2025,DZF,385,Local crossbred,Cow,.,Left,15,CIDR+GnRH+PGF+GnRH,Fresh,.,,Ruben,Talal,,7,1,,7,1/6/2026,Open,,,,11/25/2025,BrafordBBQ,Braford,.,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
379,DZF,DZF,DZF,12/12/2025,DZF,239,Local crossbred,Cow,,Right,19.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3,7,1,,,1/15/2026,Pregnant,,,,12/4/2025,609,Grey Brahman,2.3,MR V8 160/8,6.2,Conventional,Grey Brahman,,,68
380,DZF,DZF,DZF,12/12/2025,DZF,230,Local crossbred,Cow,,Right,14.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7,1,Yes,7,1/15/2026,Open,,,,12/4/2025,609/9,Grey Brahman,2.3,MR V8 160/8,6.2,Conventional,Grey Brahman,,,
381,DZF,DZF,DZF,12/12/2025,DZF,31528,Local crossbred,Cow,,Right,13,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.75,7,1,,,1/15/2026,Open,,,,12/4/2025,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,
382,DZF,DZF,DZF,12/12/2025,DZF,187,Local crossbred,Cow,,Left,12,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7,1,Yes,7,1/15/2026,Pregnant,,,,12/4/2025,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,68
383,DZF,DZF,DZF,12/12/2025,DZF,215,Local crossbred,Cow,,Left,15,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7,1,Yes,7,1/15/2026,Pregnant,,,,12/4/2025,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,68
384,DZF,DZF,DZF,12/12/2025,DZF,79,Local crossbred,Cow,,Right,15,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7,1,Yes,7,1/15/2026,Open,,,,12/4/2025,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,
385,DZF,DZF,DZF,12/12/2025,DZF,76,Local crossbred,Cow,,Right,14,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3,7,1,Yes,7,1/15/2026,Pregnant,,,,12/4/2025,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,68
386,DZF,DZF,DZF,12/12/2025,DZF,226,Local crossbred,Cow,,Right,15.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7,1,,,1/15/2026,Open,,,,12/4/2025,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,
387,DZF,DZF,DZF,12/12/2025,DZF,56,Local crossbred,Cow,,Left,16.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3,7,1,,,1/15/2026,Open,,,,12/4/2025,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,
388,DZF,DZF,DZF,12/12/2025,DZF,32835,Local crossbred,Cow,,Left,18,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7,1,Yes,7,1/15/2026,Open,,,,12/4/2025,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,
389,DZF,DZF,DZF,12/12/2025,DZF,75,Local crossbred,Cow,,Left,10.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3,7,1,Yes,7,1/15/2026,Open,,,,12/4/2025,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,
390,DZF,DZF,DZF,12/12/2025,DZF,31947,Local crossbred,Cow,,Right,15,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7,1,Yes,7,1/15/2026,Pregnant,,,,12/4/2025,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,68
391,DZF,DZF,DZF,12/12/2025,DZF,166,Local crossbred,Cow,,Left,14.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7,1,Yes,7,1/15/2026,Pregnant,,,,12/4/2025,909/9,Grey Brahman,2.1,SM007,,Conventional,Cross Breed,,,68
392,DZF,DZF,DZF,12/12/2025,DZF,32093,Local crossbred,Cow,,Left,14.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7,1,,,1/15/2026,Open,,,,12/4/2025,909/9,Grey Brahman,2.1,SM007,,Conventional,Cross Breed,,,
393,DZF,DZF,DZF,12/12/2025,DZF,109,Local crossbred,Cow,,Left,16.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7,1,Yes,7,1/15/2026,Open,,,,12/4/2025,909/9,Grey Brahman,2.1,SM007,,Conventional,Cross Breed,,,
394,DZF,DZF,DZF,12/12/2025,DZF,223,Local crossbred,Cow,,Right,20.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3,7,1,,,1/15/2026,Open,,,,12/4/2025,909/9,Grey Brahman,2.1,SM007,,Conventional,Cross Breed,,,
395,DZF,DZF,DZF,12/12/2025,DZF,202,Local crossbred,Cow,,Right,18,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.75,7,1,Yes,7,1/15/2026,Open,,,,12/4/2025,909/9,Grey Brahman,2.1,SM007,,Conventional,Cross Breed,,,
396,DZF,DZF,DZF,12/12/2025,DZF,222,Local crossbred,Cow,,Left,16.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7,1,,,1/15/2026,Pregnant,,,,12/4/2025,909/9,Grey Brahman,2.1,SM007,,Conventional,Cross Breed,,,68
397,DZF,DZF,DZF,12/12/2025,DZF,63,Local crossbred,Cow,,Left,13.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7,1,,,1/15/2026,Open,,,,12/4/2025,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,
398,DZF,DZF,DZF,12/12/2025,DZF,32005,Local crossbred,Cow,,Left,14,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7,1,,,1/15/2026,Open,,,,12/4/2025,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,
399,DZF,DZF,DZF,12/12/2025,DZF,246,Local crossbred,Cow,,Right,13.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3,7,1,,,1/15/2026,Pregnant,,,,12/4/2025,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,68
400,DZF,DZF,DZF,12/12/2025,DZF,210,Local crossbred,Cow,,Left,12,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7,1,,,1/15/2026,Pregnant,,,,12/4/2025,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,68
401,DZF,DZF,DZF,12/12/2025,DZF,32038,Local crossbred,Cow,,Right,16,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7,1,,,1/15/2026,Open,,,,12/4/2025,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,
402,DZF,DZF,DZF,12/12/2025,DZF,162,Local crossbred,Cow,,Left,15,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7,1,,,1/15/2026,Pregnant,,,,12/4/2025,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,68
403,DZF,DZF,DZF,12/12/2025,DZF,32305,Local crossbred,Cow,,Left,11.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7,1,Yes,7,1/15/2026,Open,,,,12/4/2025,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,
404,DZF,DZF,DZF,12/12/2025,DZF,32391,Local crossbred,Cow,,Left,16,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7,1,,,1/15/2026,Open,,,,12/4/2025,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,
405,DZF,DZF,DZF,12/12/2025,DZF,135,Local crossbred,Cow,,Right,20,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7,1,Yes,7,1/15/2026,Pregnant,,,,12/4/2025,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,68
406,DZF,DZF,DZF,12/12/2025,DZF,100,Local crossbred,Cow,,Left,15,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7,1,,,1/15/2026,Pregnant,,,,12/4/2025,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,68
407,DZF,DZF,DZF,12/12/2025,DZF,105,Local crossbred,Cow,,Left,15,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7,1,Yes,7,1/15/2026,Open,,,,12/4/2025,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,
408,DZF,DZF,DZF,12/12/2025,DZF,91,Local crossbred,Cow,,Right,12.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7,1,,,1/15/2026,Open,,,,12/4/2025,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,
409,DZF,DZF,DZF,12/12/2025,DZF,168,Local crossbred,Cow,,Left,14,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7,1,,,1/15/2026,Open,,,,12/4/2025,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,
410,DZF,DZF,DZF,12/12/2025,DZF,132,Local crossbred,Cow,,Left,20.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7,1,Yes,7,1/15/2026,Pregnant,,,,12/4/2025,Miss Elegant,Cross Breed,,F1 Gulabi,,Conventional,Cross Breed,,,68
411,DZF,DZF,DZF,12/12/2025,DZF,164,Local crossbred,Cow,,Left,11,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7,1,,,1/15/2026,Open,,,,12/4/2025,D2,Cross Breed,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
412,DZF,DZF,DZF,12/12/2025,DZF,31518,Local crossbred,Cow,,Left,15,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7,1,Yes,7,1/15/2026,Pregnant,,,,12/4/2025,SM006,Beef crossbred,,SM007,,Conventional,Cross Breed,,,68
413,DZF,DZF,DZF,12/12/2025,DZF,209,Local crossbred,Cow,,Left,13,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7,1,,,1/15/2026,Open,,,,12/4/2025,SM006 Nukra,Cross Breed,,SM007,,Conventional,Cross Breed,,,
414,DZF,DZF,DZF,12/12/2025,DZF,32115,Local crossbred,Cow,,Left,13,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7,1,Yes,7,1/15/2026,Pregnant,,,,12/4/2025,SM006,Beef crossbred,,SM007,,Conventional,Cross Breed,,,68
415,DZF,DZF,DZF,12/12/2025,DZF,32395,Local crossbred,Cow,,Right,16,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7,1,Yes,7,1/15/2026,Open,,,,12/4/2025,SM006 Nukra,Cross Breed,,SM007,,Conventional,Cross Breed,,,
416,DZF,DZF,DZF,12/12/2025,DZF,72,Local crossbred,Cow,,Right,16.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7,1,Yes,7,1/15/2026,Open,,,,12/4/2025,SM006 Nukra,Cross Breed,,SM007,,Conventional,Cross Breed,,,
417,DZF,DZF,DZF,12/12/2025,DZF,31499,Local crossbred,Cow,,Left,15,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7,1,Yes,7,1/15/2026,Pregnant,,,,12/4/2025,SM006,Beef crossbred,,SM007,,Conventional,Cross Breed,,,68
418,DZF,DZF,DZF,12/12/2025,DZF,77,Local crossbred,Cow,,Left,19,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7,1,Yes,7,1/15/2026,Open,,,,12/4/2025,SM006 Nukra,Cross Breed,,SM007,,Conventional,Cross Breed,,,
419,DZF,DZF,DZF,12/12/2025,DZF,303,Local crossbred,Cow,,Left,16,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.5,7,1,Yes,7,1/15/2026,Open,,,,12/4/2025,SM006 Nukra,Cross Breed,,SM007,,Conventional,Cross Breed,,,
420,DZF,DZF,DZF,12/12/2025,DZF,62,Local crossbred,Cow,,Right,14,CIDR+E2+ECG+PGF+GnRH,Frozen,,,Ruben,Talal,3.25,6,1,Yes,7,1/15/2026,Pregnant,,,,,597,Grey Brahman,,Mr Karu Manso 800,3.7,Conventional,Grey Brahman,,,68
421,DZF,DZF,DZF,12/12/2025,DZF,32240,Local crossbred,Cow,,Left,13.5,CIDR+E2+ECG+PGF+GnRH,Frozen,,,Ruben,Talal,3.25,6,1,Yes,7,1/15/2026,Open,,,,,597/9,Grey Brahman,,Mr Karu Manso 800,3.7,Conventional,Grey Brahman,,,
422,DZF,DZF,DZF,12/12/2025,DZF,268,Local crossbred,Cow,,Right,18,CIDR+E2+ECG+PGF+GnRH,Frozen,,,Ruben,Talal,3.25,6,1,,,1/15/2026,Pregnant,,,,,967/9,Grey Brahman,,Mr Karu Manso 800,3.7,Conventional,Grey Brahman,,,68
423,DZF,DZF,DZF,12/12/2025,DZF,165,Local crossbred,Cow,,Right,16.5,CIDR+E2+ECG+PGF+GnRH,Frozen,,,Ruben,Talal,3,6,1,,,1/15/2026,Open,,,,,23035,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
424,DZF,DZF,DZF,12/12/2025,DZF,228,Local crossbred,Cow,,Left,11.5,CIDR+E2+ECG+PGF+GnRH,Frozen,,,Ruben,Talal,3.5,7,1,,,1/15/2026,Open,,,,,23035,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
425,DZF,DZF,DZF,12/12/2025,DZF,173,Local crossbred,Cow,,Right,15.5,CIDR+E2+ECG+PGF+GnRH,Frozen,,,Ruben,Talal,3.25,7,1,Yes,7,1/15/2026,Pregnant,,,,,23035,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,68
426,DZF,DZF,DZF,12/12/2025,DZF,169,Local crossbred,Cow,,Right,16,CIDR+E2+ECG+PGF+GnRH,Frozen,,,Ruben,Talal,3.25,6,1,Yes,7,1/15/2026,Open,,,,,612+2/4,,,Mr Karu Manso 800,3.7,Conventional,Grey Brahman,,,
427,DZF,DZF,DZF,12/12/2025,DZF,188,Local crossbred,Cow,,Left,15,CIDR+E2+ECG+PGF+GnRH,Frozen,,,Ruben,Talal,3.25,6,1,,,1/15/2026,Open,,,,,612+2/4,,,Mr Karu Manso 800,3.7,Conventional,Grey Brahman,,,
428,DZF,DZF,DZF,12/12/2025,DZF,195,Local crossbred,Cow,,Right,11,CIDR+E2+ECG+PGF+GnRH,Frozen,,,Ruben,Talal,3.5,7,1,,,1/15/2026,Pregnant,,,,,04-04,Beef Master,-0.4,VL Rojo Whiskey 1/48,,Conventional,Red Brahman,,,68
429,DZF,DZF,DZF,12/17/2025,DZF,352,Local crossbred,Cow,,Right,12,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1043-1, ,Ruben,Talal,3.5,7,1,,,1/20/2026,Open,,,,,649/9,Grey Brahman,1.5,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,
430,DZF,DZF,DZF,12/17/2025,DZF,377,Local crossbred,Cow,,Right,13,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1043-1,,Ruben,Talal,3.25,7,1,Yes,7,1/20/2026,Open,,,,,649/9,Grey Brahman,1.5,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,
431,DZF,DZF,DZF,12/17/2025,DZF,320,Local crossbred,Cow,,Right,15,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1043-1,,Ruben,Talal,2.75,7,1,Yes,7,1/20/2026,Pregnant,,,,,649/9,Grey Brahman,1.5,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,63
432,DZF,DZF,DZF,12/17/2025,DZF,240,Local crossbred,Cow,,Right,13,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1043-1,,Ruben,Talal,3,7,1,,,1/20/2026,Open,,,,,649/9,Grey Brahman,1.5,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,
433,DZF,DZF,DZF,12/17/2025,DZF,117,Local crossbred,Cow,,Left,10,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1043-1,,Ruben,Talal,2.75,7,1,Yes,7,1/20/2026,Open,,,,,649/9,Grey Brahman,1.5,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,
434,DZF,DZF,DZF,12/17/2025,DZF,32020,Local crossbred,Cow,,Left,12,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1010-1,,Ruben,Talal,3.25,7,1,Yes,7,1/20/2026,Open,,,,,29M,Angus,,Reconquista 413 Eterno GC Bartolome,,Conventional,Angus,,,
435,DZF,DZF,DZF,12/17/2025,DZF,262,Local crossbred,Cow,,Left,12,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1000-1,,Ruben,Talal,3,7,1,,,1/20/2026,Pregnant,,,,,609,Grey Brahman,2.3,Mr Karu Manso 800,3.7,Pre-Sorted for Female,Grey Brahman,,,63
436,DZF,DZF,DZF,12/17/2025,DZF,31874,Local crossbred,Cow,,Right,16,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1045-1,,Ruben,Talal,3.5,7,1,Yes,7,1/20/2026,Pregnant,,,,,609/9,Grey Brahman,2.3,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,63
